ReportDate,Region,Commodity,ProjEstFlag,total_supply
May 2011,FSU-12,Coarse Grain,Proj.,69.92999999999999
May 2011,Japan,Coarse Grain,Proj.,1.3
May 2011,Major Exporters,Coarse Grain,Proj.,95.25
May 2011,Major Importers,Coarse Grain,Proj.,268.07
May 2011,Mexico,Coarse Grain,Proj.,34.36
May 2011,N. Afr & Mideast,Coarse Grain,Proj.,39.81
May 2011,Russia,Coarse Grain,Proj.,30.15
May 2011,Saudi Arabia,Coarse Grain,Proj.,2.42
May 2011,South Korea,Coarse Grain,Proj.,1.98
May 2011,Southeast Asia,Coarse Grain,Proj.,27.36
May 2011,Total Foreign,Coarse Grain,Proj.,926.66
May 2011,Ukraine,Coarse Grain,Proj.,26.020000000000003
May 2011,United States,Coarse Grain,Proj.,378.53
May 2011,World,Coarse Grain,Proj.,1305.1999999999998
May 2011,Argentina,Corn,Proj.,27.0
May 2011,Brazil,Corn,Proj.,63.69
May 2011,Canada,Corn,Proj.,13.07
May 2011,China,Corn,Proj.,230.71
May 2011,Egypt,Corn,Proj.,7.98
May 2011,EU-27,Corn,Proj.,64.2
May 2011,FSU-12,Corn,Proj.,26.44
May 2011,Japan,Corn,Proj.,0.58
May 2011,Major Exporters,Corn,Proj.,44.06
May 2011,Major Importers,Corn,Proj.,128.18
May 2011,Mexico,Corn,Proj.,25.99
May 2011,South Africa,Corn,Proj.,17.06
May 2011,South Korea,Corn,Proj.,1.6800000000000002
May 2011,Southeast Asia,Corn,Proj.,27.31
May 2011,Total Foreign,Corn,Proj.,628.3399999999999
May 2011,Ukraine,Corn,Proj.,15.0
May 2011,United States,Corn,Proj.,361.57000000000005
May 2011,World,Corn,Proj.,989.9200000000001
May 2011,Afr. Fr. Zone,Cotton,Proj.,3.5300000000000002
May 2011,Australia,Cotton,Proj.,6.51
May 2011,Bangladesh,Cotton,Proj.,0.81
May 2011,Brazil,Cotton,Proj.,17.35
May 2011,Central Asia,Cotton,Proj.,9.14
May 2011,China,Cotton,Proj.,45.17
May 2011,EU-27,Cotton,Proj.,2.07
May 2011,India,Cotton,Proj.,32.05
May 2011,Indonesia,Cotton,Proj.,0.42000000000000004
May 2011,Major Exporters,Cotton,Proj.,74.67
May 2011,Major Importers,Cotton,Proj.,68.39
May 2011,Mexico,Cotton,Proj.,1.49
May 2011,Pakistan,Cotton,Proj.,12.860000000000001
May 2011,S. Hemis,Cotton,Proj.,28.0
May 2011,Thailand,Cotton,Proj.,0.29
May 2011,Total Foreign,Cotton,Proj.,147.49
May 2011,Turkey,Cotton,Proj.,4.26
May 2011,United States,Cotton,Proj.,19.75
May 2011,Vietnam,Cotton,Proj.,0.36000000000000004
May 2011,World,Cotton,Proj.,167.24
May 2011,Brazil,Rice,Proj.,9.1
May 2011,Burma,Rice,Proj.,11.2
May 2011,C. Amer & Carib,Rice,Proj.,2.1
May 2011,China,Rice,Proj.,183.63
May 2011,Egypt,Rice,Proj.,3.2800000000000002
May 2011,EU-27,Rice,Proj.,2.86
May 2011,India,Rice,Proj.,118.6
May 2011,Indonesia,Rice,Proj.,43.980000000000004
May 2011,Japan,Rice,Proj.,10.469999999999999
May 2011,Major Exporters,Rice,Proj.,179.95999999999998
May 2011,Major Importers,Rice,Proj.,74.37
May 2011,Mexico,Rice,Proj.,0.28
May 2011,Nigeria,Rice,Proj.,3.17
May 2011,Pakistan,Rice,Proj.,7.3
May 2011,Philippines,Rice,Proj.,12.370000000000001
May 2011,Sel. Mideast,Rice,Proj.,2.46
May 2011,South Korea,Rice,Proj.,5.58
May 2011,Thailand,Rice,Proj.,26.81
May 2011,Total Foreign,Rice,Proj.,546.4
May 2011,United States,Rice,Proj.,8.5
May 2011,Vietnam,Rice,Proj.,27.25
May 2011,World,Rice,Proj.,554.9
May 2011,Argentina,Soybean Meal,Proj.,32.94
May 2011,Brazil,Soybean Meal,Proj.,30.86
May 2011,China,Soybean Meal,Proj.,48.71
May 2011,EU-27,Soybean Meal,Proj.,10.790000000000001
May 2011,India,Soybean Meal,Proj.,7.24
May 2011,Major Exporters,Soybean Meal,Proj.,71.02000000000001
May 2011,Major Importers,Soybean Meal,Proj.,61.720000000000006
May 2011,Total Foreign,Soybean Meal,Proj.,153.77
May 2011,United States,Soybean Meal,Proj.,35.910000000000004
May 2011,World,Soybean Meal,Proj.,189.69
May 2011,Argentina,Soybean Oil,Proj.,7.6899999999999995
May 2011,Brazil,Soybean Oil,Proj.,7.35
May 2011,China,Soybean Oil,Proj.,11.19
May 2011,EU-27,Soybean Oil,Proj.,2.67
May 2011,India,Soybean Oil,Proj.,1.69
May 2011,Major Exporters,Soybean Oil,Proj.,17.71
May 2011,Major Importers,Soybean Oil,Proj.,12.88
May 2011,Pakistan,Soybean Oil,Proj.,0.0
May 2011,Total Foreign,Soybean Oil,Proj.,36.26
May 2011,United States,Soybean Oil,Proj.,9.690000000000001
May 2011,World,Soybean Oil,Proj.,45.96
May 2011,Argentina,"Oilseed, Soybean",Proj.,75.3
May 2011,Brazil,"Oilseed, Soybean",Proj.,90.68
May 2011,China,"Oilseed, Soybean",Proj.,30.51
May 2011,EU-27,"Oilseed, Soybean",Proj.,1.6
May 2011,Japan,"Oilseed, Soybean",Proj.,0.44
May 2011,Major Exporters,"Oilseed, Soybean",Proj.,173.7
May 2011,Major Importers,"Oilseed, Soybean",Proj.,33.769999999999996
May 2011,Mexico,"Oilseed, Soybean",Proj.,0.16
May 2011,Total Foreign,"Oilseed, Soybean",Proj.,233.06
May 2011,United States,"Oilseed, Soybean",Proj.,94.03
May 2011,World,"Oilseed, Soybean",Proj.,327.1
May 2011,Argentina,Wheat,Proj.,15.49
May 2011,Australia,Wheat,Proj.,30.66
May 2011,Brazil,Wheat,Proj.,6.02
May 2011,Canada,Wheat,Proj.,32.2
May 2011,China,Wheat,Proj.,175.43
May 2011,EU-27,Wheat,Proj.,150.33
May 2011,FSU-12,Wheat,Proj.,116.56
May 2011,India,Wheat,Proj.,98.45
May 2011,Kazakhstan,Wheat,Proj.,16.81
May 2011,Major Exporters,Wheat,Proj.,228.67000000000002
May 2011,Major Importers,Wheat,Proj.,273.82
May 2011,N. Africa,Wheat,Proj.,29.659999999999997
May 2011,Pakistan,Wheat,Proj.,26.96
May 2011,Russia,Wheat,Proj.,58.63
May 2011,Sel. Mideast,Wheat,Proj.,26.39
May 2011,Southeast Asia,Wheat,Proj.,2.71
May 2011,Total Foreign,Wheat,Proj.,773.3000000000001
May 2011,Ukraine,Wheat,Proj.,23.15
May 2011,United States,Wheat,Proj.,78.45
May 2011,World,Wheat,Proj.,851.75
June 2011,Argentina,Coarse Grain,Proj.,34.65
June 2011,Australia,Coarse Grain,Proj.,16.01
June 2011,Brazil,Coarse Grain,Proj.,66.41
June 2011,Canada,Coarse Grain,Proj.,26.9
June 2011,China,Coarse Grain,Proj.,238.81
June 2011,EU-27,Coarse Grain,Proj.,158.09
June 2011,FSU-12,Coarse Grain,Proj.,70.36999999999999
June 2011,Japan,Coarse Grain,Proj.,1.3
June 2011,Major Exporters,Coarse Grain,Proj.,95.32
June 2011,Major Importers,Coarse Grain,Proj.,265.87
June 2011,Mexico,Coarse Grain,Proj.,34.209999999999994
June 2011,N. Afr & Mideast,Coarse Grain,Proj.,39.81
June 2011,Russia,Coarse Grain,Proj.,30.349999999999998
June 2011,Saudi Arabia,Coarse Grain,Proj.,2.42
June 2011,South Korea,Coarse Grain,Proj.,1.97
June 2011,Southeast Asia,Coarse Grain,Proj.,27.59
June 2011,Total Foreign,Coarse Grain,Proj.,926.5699999999999
June 2011,Ukraine,Coarse Grain,Proj.,26.57
June 2011,United States,Coarse Grain,Proj.,370.78
June 2011,World,Coarse Grain,Proj.,1297.35
June 2011,Argentina,Corn,Proj.,27.0
June 2011,Brazil,Corn,Proj.,63.69
June 2011,Canada,Corn,Proj.,13.07
June 2011,China,Corn,Proj.,231.71
June 2011,Egypt,Corn,Proj.,7.98
June 2011,EU-27,Corn,Proj.,64.2
June 2011,FSU-12,Corn,Proj.,26.14
June 2011,Japan,Corn,Proj.,0.58
June 2011,Major Exporters,Corn,Proj.,44.1
June 2011,Major Importers,Corn,Proj.,128.4
June 2011,Mexico,Corn,Proj.,25.99
June 2011,South Africa,Corn,Proj.,17.09
June 2011,South Korea,Corn,Proj.,1.6600000000000001
June 2011,Southeast Asia,Corn,Proj.,27.54
June 2011,Total Foreign,Corn,Proj.,629.79
June 2011,Ukraine,Corn,Proj.,15.5
June 2011,United States,Corn,Proj.,353.83000000000004
June 2011,World,Corn,Proj.,983.6199999999999
June 2011,Afr. Fr. Zone,Cotton,Proj.,3.55
June 2011,Australia,Cotton,Proj.,6.71
June 2011,Bangladesh,Cotton,Proj.,0.81
June 2011,Brazil,Cotton,Proj.,17.35
June 2011,Central Asia,Cotton,Proj.,9.08
June 2011,China,Cotton,Proj.,44.67
June 2011,EU-27,Cotton,Proj.,2.07
June 2011,India,Cotton,Proj.,32.35
June 2011,Indonesia,Cotton,Proj.,0.42000000000000004
June 2011,Major Exporters,Cotton,Proj.,75.11
June 2011,Major Importers,Cotton,Proj.,68.19
June 2011,Mexico,Cotton,Proj.,1.62
June 2011,Pakistan,Cotton,Proj.,12.96
June 2011,S. Hemis,Cotton,Proj.,28.15
June 2011,Thailand,Cotton,Proj.,0.29
June 2011,Total Foreign,Cotton,Proj.,147.76
June 2011,Turkey,Cotton,Proj.,4.359999999999999
June 2011,United States,Cotton,Proj.,19.25
June 2011,Vietnam,Cotton,Proj.,0.36000000000000004
June 2011,World,Cotton,Proj.,167.01
June 2011,Brazil,Rice,Proj.,9.1
June 2011,Burma,Rice,Proj.,11.2
June 2011,C. Amer & Carib,Rice,Proj.,2.06
June 2011,China,Rice,Proj.,180.53
June 2011,Egypt,Rice,Proj.,4.18
June 2011,EU-27,Rice,Proj.,2.86
June 2011,India,Rice,Proj.,118.6
June 2011,Indonesia,Rice,Proj.,43.980000000000004
June 2011,Japan,Rice,Proj.,10.469999999999999
June 2011,Major Exporters,Rice,Proj.,180.23999999999998
June 2011,Major Importers,Rice,Proj.,74.57000000000001
June 2011,Mexico,Rice,Proj.,0.28
June 2011,Nigeria,Rice,Proj.,3.17
June 2011,Pakistan,Rice,Proj.,7.3
June 2011,Philippines,Rice,Proj.,12.57
June 2011,Sel. Mideast,Rice,Proj.,2.46
June 2011,South Korea,Rice,Proj.,5.58
June 2011,Thailand,Rice,Proj.,26.81
June 2011,Total Foreign,Rice,Proj.,544.71
June 2011,United States,Rice,Proj.,8.16
June 2011,Vietnam,Rice,Proj.,27.53
June 2011,World,Rice,Proj.,552.87
June 2011,Argentina,Soybean Meal,Proj.,33.17
June 2011,Brazil,Soybean Meal,Proj.,31.25
June 2011,China,Soybean Meal,Proj.,48.71
June 2011,EU-27,Soybean Meal,Proj.,10.790000000000001
June 2011,India,Soybean Meal,Proj.,7.24
June 2011,Major Exporters,Soybean Meal,Proj.,71.65
June 2011,Major Importers,Soybean Meal,Proj.,61.720000000000006
June 2011,Total Foreign,Soybean Meal,Proj.,154.52
June 2011,United States,Soybean Meal,Proj.,35.910000000000004
June 2011,World,Soybean Meal,Proj.,190.43
June 2011,Argentina,Soybean Oil,Proj.,7.83
June 2011,Brazil,Soybean Oil,Proj.,7.47
June 2011,China,Soybean Oil,Proj.,11.19
June 2011,EU-27,Soybean Oil,Proj.,2.67
June 2011,India,Soybean Oil,Proj.,1.84
June 2011,Major Exporters,Soybean Oil,Proj.,17.96
June 2011,Major Importers,Soybean Oil,Proj.,13.03
June 2011,Pakistan,Soybean Oil,Proj.,0.0
June 2011,Total Foreign,Soybean Oil,Proj.,36.660000000000004
June 2011,United States,Soybean Oil,Proj.,9.85
June 2011,World,Soybean Oil,Proj.,46.52
June 2011,Argentina,"Oilseed, Soybean",Proj.,75.15
June 2011,Brazil,"Oilseed, Soybean",Proj.,91.92
June 2011,China,"Oilseed, Soybean",Proj.,29.51
June 2011,EU-27,"Oilseed, Soybean",Proj.,1.6
June 2011,Japan,"Oilseed, Soybean",Proj.,0.44
June 2011,Major Exporters,"Oilseed, Soybean",Proj.,174.78
June 2011,Major Importers,"Oilseed, Soybean",Proj.,32.769999999999996
June 2011,Mexico,"Oilseed, Soybean",Proj.,0.16
June 2011,Total Foreign,"Oilseed, Soybean",Proj.,233.01
June 2011,United States,"Oilseed, Soybean",Proj.,94.30000000000001
June 2011,World,"Oilseed, Soybean",Proj.,327.32000000000005
June 2011,Argentina,Wheat,Proj.,17.490000000000002
June 2011,Australia,Wheat,Proj.,29.66
June 2011,Brazil,Wheat,Proj.,5.62
June 2011,Canada,Wheat,Proj.,31.7
June 2011,China,Wheat,Proj.,175.61
June 2011,EU-27,Wheat,Proj.,143.17
June 2011,FSU-12,Wheat,Proj.,121.41
June 2011,India,Wheat,Proj.,98.45
June 2011,Kazakhstan,Wheat,Proj.,16.81
June 2011,Major Exporters,Wheat,Proj.,222.02
June 2011,Major Importers,Wheat,Proj.,275.0
June 2011,N. Africa,Wheat,Proj.,30.21
June 2011,Pakistan,Wheat,Proj.,27.46
June 2011,Russia,Wheat,Proj.,63.63
June 2011,Sel. Mideast,Wheat,Proj.,26.39
June 2011,Southeast Asia,Wheat,Proj.,3.06
June 2011,Total Foreign,Wheat,Proj.,773.4200000000001
June 2011,Ukraine,Wheat,Proj.,22.95
June 2011,United States,Wheat,Proj.,78.03
June 2011,World,Wheat,Proj.,851.46
July 2011,Argentina,Coarse Grain,Proj.,35.08
July 2011,Australia,Coarse Grain,Proj.,16.380000000000003
July 2011,Brazil,Coarse Grain,Proj.,66.41
July 2011,Canada,Coarse Grain,Proj.,25.77
July 2011,China,Coarse Grain,Proj.,238.81
July 2011,EU-27,Coarse Grain,Proj.,158.47
July 2011,FSU-12,Coarse Grain,Proj.,70.47
July 2011,Japan,Coarse Grain,Proj.,1.3
July 2011,Major Exporters,Coarse Grain,Proj.,94.97999999999999
July 2011,Major Importers,Coarse Grain,Proj.,266.55
July 2011,Mexico,Coarse Grain,Proj.,33.660000000000004
July 2011,N. Afr & Mideast,Coarse Grain,Proj.,40.66
July 2011,Russia,Coarse Grain,Proj.,30.849999999999998
July 2011,Saudi Arabia,Coarse Grain,Proj.,2.42
July 2011,South Korea,Coarse Grain,Proj.,1.97
July 2011,Southeast Asia,Coarse Grain,Proj.,27.59
July 2011,Total Foreign,Coarse Grain,Proj.,927.1400000000001
July 2011,Ukraine,Coarse Grain,Proj.,25.97
July 2011,United States,Coarse Grain,Proj.,380.49
July 2011,World,Coarse Grain,Proj.,1307.6299999999999
July 2011,Argentina,Corn,Proj.,27.0
July 2011,Brazil,Corn,Proj.,63.69
July 2011,Canada,Corn,Proj.,12.370000000000001
July 2011,China,Corn,Proj.,231.71
July 2011,Egypt,Corn,Proj.,7.98
July 2011,EU-27,Corn,Proj.,64.2
July 2011,FSU-12,Corn,Proj.,26.270000000000003
July 2011,Japan,Corn,Proj.,0.58
July 2011,Major Exporters,Corn,Proj.,44.1
July 2011,Major Importers,Corn,Proj.,127.9
July 2011,Mexico,Corn,Proj.,25.49
July 2011,South Africa,Corn,Proj.,17.09
July 2011,South Korea,Corn,Proj.,1.6600000000000001
July 2011,Southeast Asia,Corn,Proj.,27.54
July 2011,Total Foreign,Corn,Proj.,628.78
July 2011,Ukraine,Corn,Proj.,16.0
July 2011,United States,Corn,Proj.,364.48999999999995
July 2011,World,Corn,Proj.,993.27
July 2011,Afr. Fr. Zone,Cotton,Proj.,3.55
July 2011,Australia,Cotton,Proj.,6.96
July 2011,Bangladesh,Cotton,Proj.,0.81
July 2011,Brazil,Cotton,Proj.,17.450000000000003
July 2011,Central Asia,Cotton,Proj.,9.16
July 2011,China,Cotton,Proj.,44.62
July 2011,EU-27,Cotton,Proj.,2.09
July 2011,India,Cotton,Proj.,32.85
July 2011,Indonesia,Cotton,Proj.,0.42000000000000004
July 2011,Major Exporters,Cotton,Proj.,76.03
July 2011,Major Importers,Cotton,Proj.,68.26
July 2011,Mexico,Cotton,Proj.,1.62
July 2011,Pakistan,Cotton,Proj.,12.96
July 2011,S. Hemis,Cotton,Proj.,28.5
July 2011,Thailand,Cotton,Proj.,0.29
July 2011,Total Foreign,Cotton,Proj.,148.81
July 2011,Turkey,Cotton,Proj.,4.46
July 2011,United States,Cotton,Proj.,18.75
July 2011,Vietnam,Cotton,Proj.,0.36000000000000004
July 2011,World,Cotton,Proj.,167.56
July 2011,Brazil,Rice,Proj.,9.05
July 2011,Burma,Rice,Proj.,11.2
July 2011,C. Amer & Carib,Rice,Proj.,2.08
July 2011,China,Rice,Proj.,180.53
July 2011,Egypt,Rice,Proj.,4.529999999999999
July 2011,EU-27,Rice,Proj.,2.86
July 2011,India,Rice,Proj.,118.6
July 2011,Indonesia,Rice,Proj.,43.980000000000004
July 2011,Japan,Rice,Proj.,10.469999999999999
July 2011,Major Exporters,Rice,Proj.,180.22
July 2011,Major Importers,Rice,Proj.,74.52000000000001
July 2011,Mexico,Rice,Proj.,0.28
July 2011,Nigeria,Rice,Proj.,3.17
July 2011,Pakistan,Rice,Proj.,7.3
July 2011,Philippines,Rice,Proj.,12.57
July 2011,Sel. Mideast,Rice,Proj.,2.46
July 2011,South Korea,Rice,Proj.,5.58
July 2011,Thailand,Rice,Proj.,26.81
July 2011,Total Foreign,Rice,Proj.,544.97
July 2011,United States,Rice,Proj.,7.57
July 2011,Vietnam,Rice,Proj.,27.5
July 2011,World,Rice,Proj.,552.54
July 2011,Argentina,Soybean Meal,Proj.,33.08
July 2011,Brazil,Soybean Meal,Proj.,31.03
July 2011,China,Soybean Meal,Proj.,48.0
July 2011,EU-27,Soybean Meal,Proj.,10.76
July 2011,India,Soybean Meal,Proj.,7.24
July 2011,Major Exporters,Soybean Meal,Proj.,71.33
July 2011,Major Importers,Soybean Meal,Proj.,61.07
July 2011,Total Foreign,Soybean Meal,Proj.,153.88000000000002
July 2011,United States,Soybean Meal,Proj.,35.910000000000004
July 2011,World,Soybean Meal,Proj.,189.79
July 2011,Argentina,Soybean Oil,Proj.,7.86
July 2011,Brazil,Soybean Oil,Proj.,7.390000000000001
July 2011,China,Soybean Oil,Proj.,11.03
July 2011,EU-27,Soybean Oil,Proj.,2.64
July 2011,India,Soybean Oil,Proj.,1.84
July 2011,Major Exporters,Soybean Oil,Proj.,17.89
July 2011,Major Importers,Soybean Oil,Proj.,12.87
July 2011,Pakistan,Soybean Oil,Proj.,0.0
July 2011,Total Foreign,Soybean Oil,Proj.,36.47
July 2011,United States,Soybean Oil,Proj.,9.870000000000001
July 2011,World,Soybean Oil,Proj.,46.36
July 2011,Argentina,"Oilseed, Soybean",Proj.,75.85
July 2011,Brazil,"Oilseed, Soybean",Proj.,92.81
July 2011,China,"Oilseed, Soybean",Proj.,28.51
July 2011,EU-27,"Oilseed, Soybean",Proj.,1.6
July 2011,Japan,"Oilseed, Soybean",Proj.,0.43
July 2011,Major Exporters,"Oilseed, Soybean",Proj.,176.38
July 2011,Major Importers,"Oilseed, Soybean",Proj.,31.86
July 2011,Mexico,"Oilseed, Soybean",Proj.,0.16
July 2011,Total Foreign,"Oilseed, Soybean",Proj.,234.12
July 2011,United States,"Oilseed, Soybean",Proj.,93.21
July 2011,World,"Oilseed, Soybean",Proj.,327.33
July 2011,Argentina,Wheat,Proj.,17.490000000000002
July 2011,Australia,Wheat,Proj.,29.16
July 2011,Brazil,Wheat,Proj.,5.62
July 2011,Canada,Wheat,Proj.,27.7
July 2011,China,Wheat,Proj.,175.61
July 2011,EU-27,Wheat,Proj.,143.79
July 2011,FSU-12,Wheat,Proj.,121.51
July 2011,India,Wheat,Proj.,98.45
July 2011,Kazakhstan,Wheat,Proj.,16.81
July 2011,Major Exporters,Wheat,Proj.,218.14000000000001
July 2011,Major Importers,Wheat,Proj.,275.56
July 2011,N. Africa,Wheat,Proj.,30.659999999999997
July 2011,Pakistan,Wheat,Proj.,27.46
July 2011,Russia,Wheat,Proj.,64.43
July 2011,Sel. Mideast,Wheat,Proj.,26.93
July 2011,Southeast Asia,Wheat,Proj.,3.06
July 2011,Total Foreign,Wheat,Proj.,771.64
July 2011,Ukraine,Wheat,Proj.,21.95
July 2011,United States,Wheat,Proj.,80.75
July 2011,World,Wheat,Proj.,852.39
August 2011,Argentina,Coarse Grain,Proj.,36.18
August 2011,Australia,Coarse Grain,Proj.,16.380000000000003
August 2011,Brazil,Coarse Grain,Proj.,68.41
August 2011,Canada,Coarse Grain,Proj.,25.52
August 2011,China,Coarse Grain,Proj.,238.86
August 2011,EU-27,Coarse Grain,Proj.,158.10999999999999
August 2011,FSU-12,Coarse Grain,Proj.,72.57
August 2011,Japan,Coarse Grain,Proj.,1.3
August 2011,Major Exporters,Coarse Grain,Proj.,95.33000000000001
August 2011,Major Importers,Coarse Grain,Proj.,265.75
August 2011,Mexico,Coarse Grain,Proj.,33.5
August 2011,N. Afr & Mideast,Coarse Grain,Proj.,39.96
August 2011,Russia,Coarse Grain,Proj.,31.099999999999998
August 2011,Saudi Arabia,Coarse Grain,Proj.,2.42
August 2011,South Korea,Coarse Grain,Proj.,1.97
August 2011,Southeast Asia,Coarse Grain,Proj.,28.0
August 2011,Total Foreign,Coarse Grain,Proj.,930.94
August 2011,Ukraine,Coarse Grain,Proj.,27.909999999999997
August 2011,United States,Coarse Grain,Proj.,366.3
August 2011,World,Coarse Grain,Proj.,1297.24
August 2011,Argentina,Corn,Proj.,27.3
August 2011,Brazil,Corn,Proj.,65.69
August 2011,Canada,Corn,Proj.,12.17
August 2011,China,Corn,Proj.,231.71
August 2011,Egypt,Corn,Proj.,7.180000000000001
August 2011,EU-27,Corn,Proj.,65.0
August 2011,FSU-12,Corn,Proj.,27.270000000000003
August 2011,Japan,Corn,Proj.,0.58
August 2011,Major Exporters,Corn,Proj.,43.9
August 2011,Major Importers,Corn,Proj.,128.23
August 2011,Mexico,Corn,Proj.,25.39
August 2011,South Africa,Corn,Proj.,16.59
August 2011,South Korea,Corn,Proj.,1.6600000000000001
August 2011,Southeast Asia,Corn,Proj.,27.95
August 2011,Total Foreign,Corn,Proj.,631.54
August 2011,Ukraine,Corn,Proj.,17.0
August 2011,United States,Corn,Proj.,351.9
August 2011,World,Corn,Proj.,983.45
August 2011,Afr. Fr. Zone,Cotton,Proj.,3.3499999999999996
August 2011,Australia,Cotton,Proj.,6.96
August 2011,Bangladesh,Cotton,Proj.,0.76
August 2011,Brazil,Cotton,Proj.,16.0
August 2011,Central Asia,Cotton,Proj.,8.96
August 2011,China,Cotton,Proj.,44.62
August 2011,EU-27,Cotton,Proj.,2.13
August 2011,India,Cotton,Proj.,34.25
August 2011,Indonesia,Cotton,Proj.,0.42000000000000004
August 2011,Major Exporters,Cotton,Proj.,75.65
August 2011,Major Importers,Cotton,Proj.,68.13
August 2011,Mexico,Cotton,Proj.,1.59
August 2011,Pakistan,Cotton,Proj.,12.860000000000001
August 2011,S. Hemis,Cotton,Proj.,27.119999999999997
August 2011,Thailand,Cotton,Proj.,0.32
August 2011,Total Foreign,Cotton,Proj.,148.3
August 2011,Turkey,Cotton,Proj.,4.46
August 2011,United States,Cotton,Proj.,19.400000000000002
August 2011,Vietnam,Cotton,Proj.,0.36000000000000004
August 2011,World,Cotton,Proj.,167.7
August 2011,Brazil,Rice,Proj.,9.05
August 2011,Burma,Rice,Proj.,11.2
August 2011,C. Amer & Carib,Rice,Proj.,2.08
August 2011,China,Rice,Proj.,180.57
August 2011,Egypt,Rice,Proj.,4.86
August 2011,EU-27,Rice,Proj.,2.86
August 2011,India,Rice,Proj.,118.8
August 2011,Indonesia,Rice,Proj.,44.14
August 2011,Japan,Rice,Proj.,10.469999999999999
August 2011,Major Exporters,Rice,Proj.,180.32
August 2011,Major Importers,Rice,Proj.,74.67
August 2011,Mexico,Rice,Proj.,0.28
August 2011,Nigeria,Rice,Proj.,3.17
August 2011,Pakistan,Rice,Proj.,7.2
August 2011,Philippines,Rice,Proj.,12.57
August 2011,Sel. Mideast,Rice,Proj.,2.46
August 2011,South Korea,Rice,Proj.,5.5200000000000005
August 2011,Thailand,Rice,Proj.,26.81
August 2011,Total Foreign,Rice,Proj.,545.5
August 2011,United States,Rice,Proj.,7.63
August 2011,Vietnam,Rice,Proj.,27.5
August 2011,World,Rice,Proj.,553.12
August 2011,Argentina,Soybean Meal,Proj.,33.36
August 2011,Brazil,Soybean Meal,Proj.,31.1
August 2011,China,Soybean Meal,Proj.,48.0
August 2011,EU-27,Soybean Meal,Proj.,10.23
August 2011,India,Soybean Meal,Proj.,7.24
August 2011,Major Exporters,Soybean Meal,Proj.,71.68
August 2011,Major Importers,Soybean Meal,Proj.,60.54
August 2011,Total Foreign,Soybean Meal,Proj.,154.39
August 2011,United States,Soybean Meal,Proj.,35.550000000000004
August 2011,World,Soybean Meal,Proj.,189.94
August 2011,Argentina,Soybean Oil,Proj.,7.8100000000000005
